order,epoch,error_rate
4,37,0.625668
4,38,0.625668
4,39,0.625668
4,40,0.625668
4,41,0.625668
4,42,0.625668
4,43,0.625668
4,44,0.625668
4,45,0.625668
4,46,0.625668
4,47,0.625668
4,48,0.625668
4,49,0.622995
4,50,0.617647
5,1,0.729947
5,2,0.729947
5,3,0.729947
5,4,0.729947
5,5,0.729947
5,6,0.729947
5,7,0.729947
5,8,0.729947
5,9,0.729947
5,10,0.729947
5,11,0.729947
5,12,0.729947
5,13,0.729947
5,14,0.729947
5,15,0.729947
5,16,0.729947
5,17,0.729947
5,18,0.729947
5,19,0.729947
5,20,0.729947
5,21,0.729947
5,22,0.729947
5,23,0.729947
5,24,0.729947
5,25,0.729947
5,26,0.729947
5,27,0.729947
5,28,0.729947
5,29,0.729947
5,30,0.729947
5,31,0.729947
5,32,0.729947
5,33,0.729947
5,34,0.729947
5,35,0.729947
5,36,0.729947
5,37,0.729947
5,38,0.729947
5,39,0.729947
5,40,0.729947
5,41,0.729947
5,42,0.729947
5,43,0.729947
5,44,0.729947
5,45,0.729947
5,46,0.729947
5,47,0.729947
5,48,0.729947
5,49,0.729947
5,50,0.729947
6,1,0.516043
6,2,0.518717
6,3,0.516043
6,4,0.502674
6,5,0.513369
6,6,0.497326
6,7,0.510695
6,8,0.494652
6,9,0.489305
6,10,0.497326
6,11,0.494652
6,12,0.497326
6,13,0.494652
6,14,0.5
6,15,0.497326
6,16,0.502674
6,17,0.502674
6,18,0.505348
6,19,0.510695
6,20,0.510695
6,21,0.510695
6,22,0.510695
6,23,0.510695
6,24,0.5
6,25,0.5
6,26,0.494652
6,27,0.491979
6,28,0.489305
6,29,0.5
6,30,0.497326
6,31,0.491979
6,32,0.491979
6,33,0.5
6,34,0.491979
6,35,0.5
6,36,0.494652
6,37,0.494652
6,38,0.489305
6,39,0.491979
6,40,0.483957
6,41,0.486631
6,42,0.502674
6,43,0.494652
6,44,0.489305
6,45,0.5
6,46,0.491979
6,47,0.5
6,48,0.491979
6,49,0.505348
6,50,0.502674
7,1,0.358289
7,2,0.438503
7,3,0.44385
7,4,0.44385
7,5,0.465241
7,6,0.465241
7,7,0.459893
7,8,0.459893
7,9,0.486631
7,10,0.467914
7,11,0.462567
7,12,0.483957
7,13,0.505348
7,14,0.47861
7,15,0.5
7,16,0.486631
7,17,0.475936
7,18,0.489305
7,19,0.486631
7,20,0.473262
7,21,0.489305
7,22,0.47861
7,23,0.475936
7,24,0.486631
7,25,0.47861
7,26,0.545455
7,27,0.513369
7,28,0.508021
7,29,0.558824
7,30,0.491979
7,31,0.513369
7,32,0.564171
7,33,0.508021
7,34,0.486631
7,35,0.475936
7,36,0.553476
7,37,0.542781
7,38,0.481283
7,39,0.513369
7,40,0.540107
7,41,0.486631
7,42,0.505348
7,43,0.473262
7,44,0.534759
7,45,0.497326
7,46,0.491979
7,47,0.494652
7,48,0.548128
7,49,0.561497
7,50,0.518717
8,1,0.419786
8,2,0.441176
8,3,0.510695
8,4,0.505348
8,5,0.5
8,6,0.47861
8,7,0.465241
8,8,0.454545
8,9,0.451872
8,10,0.497326
8,11,0.491979
8,12,0.459893
8,13,0.451872
8,14,0.483957
8,15,0.5
8,16,0.462567
8,17,0.467914
8,18,0.483957
8,19,0.5
8,20,0.491979
8,21,0.483957
8,22,0.489305
8,23,0.494652
8,24,0.457219
8,25,0.449198
8,26,0.494652
8,27,0.483957
8,28,0.491979
8,29,0.483957
8,30,0.526738
8,31,0.494652
8,32,0.491979
8,33,0.486631
8,34,0.526738
8,35,0.510695
8,36,0.483957
8,37,0.494652
8,38,0.483957
8,39,0.494652
8,40,0.483957
8,41,0.540107
8,42,0.510695
8,43,0.532086
8,44,0.510695
8,45,0.473262
8,46,0.457219
8,47,0.497326
8,48,0.483957
8,49,0.494652
8,50,0.497326
