1,1,0.453333
1,2,0.453333
1,3,0.453333
1,4,0.453333
1,5,0.453333
1,6,0.453333
1,7,0.453333
1,8,0.453333
1,9,0.453333
1,10,0.453333
1,11,0.453333
1,12,0.453333
1,13,0.453333
1,14,0.453333
1,15,0.44
1,16,0.44
1,17,0.44
1,18,0.453333
1,19,0.453333
1,20,0.44
1,21,0.466667
1,22,0.453333
1,23,0.453333
1,24,0.44
1,25,0.453333
1,26,0.466667
1,27,0.453333
1,28,0.453333
1,29,0.453333
1,30,0.453333
1,31,0.453333
1,32,0.44
1,33,0.44
1,34,0.453333
1,35,0.453333
1,36,0.44
1,37,0.44
1,38,0.44
1,39,0.453333
1,40,0.453333
1,41,0.44
1,42,0.44
1,43,0.44
1,44,0.453333
1,45,0.453333
1,46,0.44
1,47,0.44
1,48,0.44
1,49,0.453333
1,50,0.453333
2,1,0.413333
2,2,0.426667
2,3,0.413333
2,4,0.386667
2,5,0.4
2,6,0.413333
2,7,0.4
2,8,0.4
2,9,0.413333
2,10,0.386667
2,11,0.333333
2,12,0.333333
2,13,0.346667
2,14,0.4
2,15,0.386667
2,16,0.413333
2,17,0.386667
2,18,0.4
2,19,0.426667
2,20,0.386667
2,21,0.44
2,22,0.453333
2,23,0.386667
2,24,0.333333
2,25,0.413333
2,26,0.426667
2,27,0.466667
2,28,0.426667
2,29,0.44
2,30,0.346667
2,31,0.426667
2,32,0.453333
2,33,0.6
2,34,0.333333
2,35,0.36
2,36,0.346667
2,37,0.4
2,38,0.426667
2,39,0.4
2,40,0.293333
2,41,0.4
2,42,0.293333
2,43,0.36
2,44,0.386667
2,45,0.413333
2,46,0.426667
2,47,0.253333
2,48,0.36
2,49,0.36
2,50,0.453333
3,1,0.373333
3,2,0.28
3,3,0.36
3,4,0.306667
3,5,0.08
3,6,0.0666667
3,7,0.266667
3,8,0.24
3,9,0.16
3,10,0.16
3,11,0.0133333
3,12,0.2
3,13,0.16
3,14,0.08
3,15,0.0533333
3,16,0.08
3,17,0.0533333
3,18,0.04
3,19,0.0666667
3,20,0.0666667
3,21,0.133333
3,22,0.2
3,23,0.0933333
3,24,0.08
3,25,0.04
3,26,0.0266667
3,27,0.28
3,28,0.28
3,29,0.0133333
3,30,0.0266667
3,31,0.04
3,32,0.24
3,33,0.306667
3,34,0.36
3,35,0.04
3,36,0.04
3,37,0.186667
3,38,0.04
3,39,0.04
3,40,0.08
3,41,0.04
3,42,0.04
3,43,0.0666667
3,44,0.173333
3,45,0.04
3,46,0.08
3,47,0.0666667
3,48,0.0666667
3,49,0.253333
3,50,0.266667
4,1,0.52
4,2,0.426667
4,3,0.426667
4,4,0.493333
4,5,0.426667
4,6,0.413333
4,7,0.413333
4,8,0.413333
4,9,0.413333
4,10,0.413333
4,11,0.413333
4,12,0.413333
4,13,0.413333
4,14,0.4
4,15,0.4
4,16,0.4
4,17,0.4
4,18,0.4
4,19,0.4
4,20,0.4
4,21,0.4
4,22,0.4
4,23,0.386667
4,24,0.386667
4,25,0.386667
4,26,0.386667
4,27,0.386667
4,28,0.386667
4,29,0.386667
4,30,0.386667
4,31,0.386667
4,32,0.386667
4,33,0.386667
4,34,0.386667
4,35,0.373333
4,36,0.36
4,37,0.346667
4,38,0.346667
4,39,0.32
4,40,0.32
4,41,0.32
4,42,0.32
4,43,0.32
4,44,0.32
4,45,0.306667
4,46,0.306667
4,47,0.28
4,48,0.266667
4,49,0.28
4,50,0.28
5,1,0.573333
5,2,0.52
5,3,0.506667
5,4,0.466667
5,5,0.466667
5,6,0.453333
5,7,0.453333
5,8,0.453333
5,9,0.453333
5,10,0.44
5,11,0.44
5,12,0.44
5,13,0.44
5,14,0.426667
5,15,0.44
5,16,0.44
5,17,0.44
5,18,0.44
5,19,0.44
5,20,0.44
5,21,0.44
5,22,0.44
5,23,0.44
5,24,0.44
5,25,0.44
5,26,0.426667
5,27,0.426667
5,28,0.426667
5,29,0.426667
5,30,0.426667
5,31,0.426667
5,32,0.426667
5,33,0.426667
5,34,0.426667
5,35,0.426667
5,36,0.413333
5,37,0.413333
5,38,0.413333
5,39,0.413333
5,40,0.413333
5,41,0.413333
5,42,0.413333
5,43,0.413333
5,44,0.413333
5,45,0.4
5,46,0.4
5,47,0.386667
5,48,0.4
5,49,0.4
5,50,0.4
6,1,0.293333
6,2,0.266667
6,3,0.173333
6,4,0.173333
6,5,0.2
6,6,0.106667
6,7,0.173333
6,8,0.2
6,9,0.133333
6,10,0.146667
6,11,0.226667
6,12,0.08
6,13,0.106667
6,14,0.0933333
6,15,0.253333
6,16,0.0933333
6,17,0.0533333
6,18,0.106667
6,19,0.08
6,20,0.12
6,21,0.0933333
6,22,0.306667
6,23,0.106667
6,24,0.106667
6,25,0.293333
6,26,0.32
6,27,0.106667
6,28,0.106667
6,29,0.28
6,30,0.106667
6,31,0.106667
6,32,0.293333
6,33,0.306667
6,34,0.0933333
6,35,0.08
6,36,0.146667
6,37,0.08
6,38,0.106667
6,39,0.106667
6,40,0.186667
6,41,0.2
6,42,0.106667
6,43,0.12
6,44,0.08
6,45,0.2
6,46,0.0933333
6,47,0.08
6,48,0.0933333
6,49,0.04
6,50,0.133333
