order,epoch,error_rate
3,38,0.00145773
3,39,0.00145773
3,40,0.00145773
3,41,0.00145773
3,42,0.00145773
3,43,0.00145773
3,44,0.00145773
3,45,0.00145773
3,46,0.00145773
3,47,0.00145773
3,48,0.00145773
3,49,0.00145773
3,50,0.00145773
4,1,0.123907
4,2,0.0976676
4,3,0.048105
4,4,0.03207
4,5,0.0262391
4,6,0.0247813
4,7,0.0262391
4,8,0.0131195
4,9,0.00874636
4,10,0.00728863
4,11,0.0102041
4,12,0.0349854
4,13,0.0364431
4,14,0.00437318
4,15,0.00437318
4,16,0.00437318
4,17,0.00437318
4,18,0.00437318
4,19,0.00437318
4,20,0.00437318
4,21,0.00437318
4,22,0.00437318
4,23,0.00437318
4,24,0.00437318
4,25,0.00437318
4,26,0.00437318
4,27,0.00437318
4,28,0.00437318
4,29,0.00437318
4,30,0.00437318
4,31,0.00437318
4,32,0.00437318
4,33,0.00437318
4,34,0.00437318
4,35,0.00437318
4,36,0.00437318
4,37,0.00437318
4,38,0.00437318
4,39,0.00437318
4,40,0.00437318
4,41,0.00437318
4,42,0.00437318
4,43,0.00437318
4,44,0.00437318
4,45,0.00437318
4,46,0.00437318
4,47,0.00437318
4,48,0.00437318
4,49,0.00437318
4,50,0.00437318
5,1,0.54519
5,2,0.54519
5,3,0.54519
5,4,0.54519
5,5,0.54519
5,6,0.54519
5,7,0.54519
5,8,0.54519
5,9,0.54519
5,10,0.54519
5,11,0.54519
5,12,0.54519
5,13,0.54519
5,14,0.54519
5,15,0.54519
5,16,0.54519
5,17,0.54519
5,18,0.54519
5,19,0.54519
5,20,0.54519
5,21,0.54519
5,22,0.54519
5,23,0.54519
5,24,0.54519
5,25,0.54519
5,26,0.54519
5,27,0.54519
5,28,0.54519
5,29,0.54519
5,30,0.54519
5,31,0.54519
5,32,0.54519
5,33,0.54519
5,34,0.54519
5,35,0.54519
5,36,0.54519
5,37,0.54519
5,38,0.54519
5,39,0.54519
5,40,0.54519
5,41,0.54519
5,42,0.54519
5,43,0.54519
5,44,0.54519
5,45,0.54519
5,46,0.54519
5,47,0.54519
5,48,0.54519
5,49,0.54519
5,50,0.54519
6,1,0.0524781
6,2,0.0204082
6,3,0.540816
6,4,0.540816
6,5,0.540816
6,6,0.540816
6,7,0.540816
6,8,0.540816
6,9,0.540816
6,10,0.540816
6,11,0.540816
6,12,0.540816
6,13,0.540816
6,14,0.540816
6,15,0.540816
6,16,0.540816
6,17,0.540816
6,18,0.540816
6,19,0.540816
6,20,0.540816
6,21,0.540816
6,22,0.540816
6,23,0.540816
6,24,0.540816
6,25,0.540816
6,26,0.540816
6,27,0.540816
6,28,0.540816
6,29,0.540816
6,30,0.540816
6,31,0.540816
6,32,0.540816
6,33,0.540816
6,34,0.540816
6,35,0.540816
6,36,0.540816
6,37,0.540816
6,38,0.540816
6,39,0.540816
6,40,0.540816
6,41,0.540816
6,42,0.540816
6,43,0.540816
6,44,0.540816
6,45,0.540816
6,46,0.540816
6,47,0.540816
6,48,0.540816
6,49,0.540816
6,50,0.540816
